id,age,income,children,income_zscore,gender=FEMALE,gender=MALE,region=INNER_CITY,region=RURAL,region=SUBURBAN,region=TOWN,married=NO,married=YES,car=NO,car=YES,savings_acct=NO,savings_acct=YES,current_acct=NO,current_acct=YES,mortgage=NO,mortgage=YES,pep=NO,pep=YES,age_cat=mid-age,age_cat=old,age_cat=young
ID12269,0.3877551020408163,0.37327639652425526,0.0,-0.06335241852782855,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False
ID12270,0.7755102040816326,0.4991111725209749,0.0,0.504043202407926,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False
ID12271,0.6938775510204082,0.7598866678287126,0.0,1.67989362144328,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
ID12272,0.08163265306122448,0.2531509024468179,0.6666666666666666,-0.6050045871148229,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True
ID12273,0.3469387755102041,0.33265239506785493,1.0,-0.2465281769672137,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
ID12274,0.32653061224489793,0.37829911922539605,0.3333333333333333,-0.04070469779062801,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True
ID12275,1.0,0.6288106402569074,0.6666666666666666,1.0888649215881998,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12276,0.8163265306122449,0.8831679253298883,0.0,2.235775293227269,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12277,0.4489795918367347,0.5599895312624482,0.0,0.7785469227512459,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
ID12278,0.46938775510204084,0.43163909216567103,0.0,0.19980804463228244,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
ID12279,0.5102040816326531,0.1762098111205042,0.0,-0.9519360132072919,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False
ID12280,0.9183673469387755,0.5346539474832098,0.6666666666666666,0.6643074434314311,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False
ID12281,0.08163265306122448,0.21751004759627704,0.3333333333333333,-0.7657110755114082,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True
ID12282,0.8571428571428571,0.8886500748762516,0.0,2.260494593764686,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12283,0.9591836734693877,0.5625361669588128,0.0,0.7900298369996381,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False
ID12284,0.6122448979591837,0.23232527282985774,0.6666666666666666,-0.6989084459988025,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
ID12285,0.40816326530612246,0.4234261920448951,0.0,0.16277564618121787,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False
ID12286,0.6326530612244898,0.4758714010918529,0.3333333333333333,0.3992538511655043,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
ID12287,0.04081632653061224,0.2281869898232652,0.0,-0.7175681816524397,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True
ID12288,0.6122448979591837,0.5058132982218805,0.3333333333333333,0.5342634395683904,True,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False
ID12289,0.40816326530612246,0.5136751755845088,0.6666666666666666,0.5697130579473795,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False
ID12290,0.46938775510204084,0.28877455029941035,0.0,-0.44437568597667276,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False
ID12291,1.0,1.0,0.6666666666666666,2.7625772605497882,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12292,0.42857142857142855,0.17176352285063515,0.3333333333333333,-0.9719845607869171,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False
ID12293,0.9387755102040817,0.7572918525380925,1.0,1.66819346287127,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12294,0.46938775510204084,0.19333077407917182,0.0,-0.8747366910643855,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False
ID12295,0.7551020408163265,0.5364778892657412,0.6666666666666666,0.6725316928255498,False,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False
ID12296,0.6938775510204082,0.220691621516938,0.3333333333333333,-0.7513651914267614,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
ID12297,0.24489795918367346,0.2372533570422823,0.0,-0.676687455182995,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True
ID12298,0.6938775510204082,0.7520506009630069,0.6666666666666666,1.6445603839519443,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12299,0.16326530612244897,0.164700050192813,0.6666666666666666,-1.0038341303745182,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True
ID12300,0.16326530612244897,0.2719529891050451,0.0,-0.5202249898228087,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True
ID12301,0.5714285714285714,0.3624411499161417,0.3333333333333333,-0.11220911516439973,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12302,0.5714285714285714,0.6299979231153476,0.0,1.0942184424202204,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False
ID12303,0.6938775510204082,0.20584886508663983,0.0,-0.8182919605528632,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False
ID12304,0.3877551020408163,0.24087370941062763,1.0,-0.6603630960082539,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False
ID12305,0.08163265306122448,0.1333643862289642,0.3333333333333333,-1.145128286710646,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True
ID12306,0.0,0.16130510949759178,0.0,-1.0191420964637599,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True
ID12307,0.9183673469387755,0.9359727606339677,0.0,2.473875071912848,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12308,0.14285714285714285,0.17114062952490278,0.0,-0.974793219542267,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True
ID12309,1.0,0.5962636036374905,0.0,0.9421086222582422,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False
ID12310,0.1836734693877551,0.27114253950167505,0.0,-0.523879349695101,False,True,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True
ID12311,0.8775510204081632,0.33484628730627713,0.0,-0.23663580151674074,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False
ID12312,0.8163265306122449,0.4836799367608411,0.3333333333333333,0.4344629490433442,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12313,0.08163265306122448,0.16207598300568052,0.0,-1.0156661872858683,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True
ID12314,0.20408163265306123,0.14043130028637607,0.3333333333333333,-1.1132631996713578,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True
ID12315,0.10204081632653061,0.08276841325152211,0.0,-1.3732681890309142,False,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True
ID12316,0.1836734693877551,0.2167408947879831,0.0,-0.7691792259634563,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True
ID12317,0.1836734693877551,0.17451320112279106,0.0,-0.959586116888991,True,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True
ID12318,0.4489795918367347,0.4604573723296675,1.0,0.3297511850593577,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
ID12319,0.42857142857142855,0.4590704882950257,0.0,0.32349765202949016,False,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False
ID12320,0.3469387755102041,0.4058182710442876,0.0,0.08338060462459854,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
ID12321,0.3877551020408163,0.3656055168388543,0.6666666666666666,-0.09794081833818805,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False
ID12322,0.5918367346938775,0.6385498010957072,0.6666666666666666,1.1327793098624561,False,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
ID12323,0.4897959183673469,0.5901052190717547,0.3333333333333333,0.9143401424643263,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False
ID12324,1.0,0.6627411195113764,0.0,1.241859236496338,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False
ID12325,0.7959183673469388,0.7719091972952664,1.0,1.7341038389118721,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12326,0.5918367346938775,0.38579104613213355,0.0,-0.0069232054679934886,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12327,1.0,0.7822368374639018,0.6666666666666666,1.7806717114246082,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12328,0.7755102040816326,0.3419717051567136,0.0,-0.20450691779877314,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12329,0.3877551020408163,0.39588811252826034,0.0,0.03860499778171256,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False
ID12330,0.1836734693877551,0.12501383012460104,0.0,-1.1827813832291914,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True
ID12331,0.8367346938775511,0.43318944268082277,0.0,0.2067986566172835,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False
ID12332,0.2653061224489796,0.41219690518376306,0.3333333333333333,0.11214220132648348,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True
ID12333,0.2653061224489796,0.1556250794748218,0.0,-1.0447536504731805,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True
ID12334,0.2857142857142857,0.436887226539936,0.0,0.22347215845498244,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
ID12335,0.7959183673469388,0.626747521202893,1.0,1.0795622093018333,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False
ID12336,0.6326530612244898,0.20127180363236286,0.3333333333333333,-0.8389301712965951,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False
ID12337,0.9591836734693877,0.812887662909404,0.6666666666666666,1.91887789487502,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12338,0.08163265306122448,0.22115621046154507,0.6666666666666666,-0.7492703354490141,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True
ID12339,0.16326530612244897,0.224607934249996,0.6666666666666666,-0.7337063314069369,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True
ID12340,0.10204081632653061,0.13437787840812557,0.0,-1.1405583971888196,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
ID12341,0.16326530612244897,0.1081475307355699,0.6666666666666666,-1.2588324139472586,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True
ID12342,0.8367346938775511,0.87784752156424,0.0,2.211785312919141,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12343,1.0,0.5204994709708481,0.3333333333333333,0.6004841646427328,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12344,0.32653061224489793,0.25731155455074334,0.0,-0.5862439880252202,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True
ID12345,0.6530612244897959,0.39251382023057724,0.6666666666666666,0.023390136402593097,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False
ID12346,0.5714285714285714,0.5636959186205357,0.0,0.7952592182181627,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False
ID12347,0.10204081632653061,0.044601226962195706,1.0,-1.5453660387109383,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True
ID12348,0.16326530612244897,0.28168182574507594,0.0,-0.47635715390361333,False,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True
ID12349,0.4489795918367347,0.2638312860733958,1.0,-0.5568461758041675,False,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
ID12350,0.3673469387755102,0.2807853411519638,1.0,-0.48039945006808127,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False
ID12351,0.9591836734693877,0.9060773223984008,0.0,2.3390749691077364,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False
ID12352,0.5510204081632653,0.53416698944127,0.3333333333333333,0.6621117240177187,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
ID12353,0.10204081632653061,0.15961710299885282,0.6666666666666666,-1.0267534065162414,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True
ID12354,0.4897959183673469,0.22143152242871963,0.3333333333333333,-0.7480289393140529,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False
ID12355,0.061224489795918366,0.09661540071054578,1.0,-1.3108313945504504,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
ID12356,0.8979591836734694,0.3312104486397782,0.0,-0.2530299892240735,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False
ID12357,0.6326530612244898,0.36278701057490476,0.6666666666666666,-0.11064961126985441,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False
ID12358,0.20408163265306123,0.3158652478693865,0.6666666666666666,-0.3222223062964796,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True
ID12359,0.40816326530612246,0.2835952439169391,1.0,-0.46772945076563244,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False
ID12360,0.3673469387755102,0.12307632215561011,0.0,-1.1915177085289816,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
ID12361,0.08163265306122448,0.20934016497037217,0.0,-0.8025495058163851,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True
ID12362,0.4489795918367347,0.41069817566245653,0.3333333333333333,0.10538435111678768,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False
ID12363,0.4489795918367347,0.28560157987772367,0.0,-0.4586827764321017,True,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False
ID12364,0.8571428571428571,0.7114093925086582,0.0,1.461307038254124,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
ID12365,0.10204081632653061,0.243509821496324,0.0,-0.6484767280159993,False,True,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True
ID12366,0.061224489795918366,0.22210087464891273,0.3333333333333333,-0.7450107949609284,False,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True
ID12367,0.8163265306122449,0.4854918336448087,0.0,0.44263288735655854,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12368,0.6122448979591837,0.43674612915675903,0.0,0.2228359429358147,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False
ID12369,0.9183673469387755,0.5095162441803782,0.0,0.5509602175836198,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False
ID12370,0.04081632653061224,0.20060933421134908,1.0,-0.8419172807463458,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True
ID12371,1.0,0.9590026066881192,0.6666666666666666,2.5777178586023615,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False
ID12372,0.8979591836734694,0.8840971032191025,0.0,2.2399650051827633,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12373,0.3673469387755102,0.1414792064614342,0.0,-1.1085381356326613,False,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
ID12374,0.2653061224489796,0.40256098633265364,0.3333333333333333,0.06869333660283758,False,True,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True
ID12375,0.4897959183673469,0.3792816388082502,0.0,-0.03627446533398494,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
ID12376,0.0,0.074822393668926,0.0,-1.4090972091036509,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True
ID12377,0.5714285714285714,0.4076077988309222,0.3333333333333333,0.09144967950184706,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False
ID12378,0.14285714285714285,0.29857393563102963,0.3333333333333333,-0.40018974229789356,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True
ID12379,0.9591836734693877,0.33490479109930177,0.0,-0.23637200483806137,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False
ID12380,0.4489795918367347,0.5499045097648854,0.3333333333333333,0.7330730305824446,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False
ID12381,0.2857142857142857,0.2979149076096056,0.3333333333333333,-0.40316133429595713,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True
ID12382,0.0,0.18232517819136904,0.0,-0.9243615015594637,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True
ID12383,0.9387755102040817,0.8483099888860001,0.3333333333333333,2.0785990250894795,False,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False
ID12384,0.5102040816326531,0.5878184090444112,1.0,0.9040287958183043,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False
ID12385,0.08163265306122448,0.15012744363030492,1.0,-1.069542779543189,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True
ID12386,0.14285714285714285,0.07694332823604698,0.0,-1.3995338036289424,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True
ID12387,0.42857142857142855,0.33831521809267656,0.3333333333333333,-0.22099421021622806,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
ID12388,0.8163265306122449,0.3998801360522914,1.0,0.05660524173865158,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False
ID12389,0.30612244897959184,0.15696722531479773,0.3333333333333333,-1.038701844315244,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True
ID12390,0.6938775510204082,0.5531686772756986,0.3333333333333333,0.7477913335075793,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12391,0.10204081632653061,0.14634534548124448,0.0,-1.0865964589472201,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True
ID12392,0.5306122448979592,0.5891571134847974,0.0,0.9100650845245534,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False
ID12393,0.673469387755102,0.7108140303796432,0.6666666666666666,1.4586225191122701,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
ID12394,0.16326530612244897,0.2742191507348507,0.0,-0.5100067478869085,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True
ID12395,0.4897959183673469,0.3008039625651436,0.0,-0.3901344336047068,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False
ID12396,0.32653061224489793,0.47378935434009534,0.0,0.3898657928948594,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
ID12397,0.7346938775510204,0.3367270121820384,0.6666666666666666,-0.22815551416978608,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False
ID12398,0.0,0.06237588377292337,0.6666666666666666,-1.4652191766200826,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True
ID12399,0.5918367346938775,0.20863984015387188,0.6666666666666666,-0.8057073072346929,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False
ID12400,0.12244897959183673,0.14890058467658332,0.0,-1.0750747510696104,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True
ID12401,0.02040816326530612,0.0541712430111627,0.3333333333333333,-1.5022143331870985,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
ID12402,0.3877551020408163,0.17784103452601344,0.0,-0.9445807411076461,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False
ID12403,0.5510204081632653,0.41670513864624636,0.0,0.13247006303647496,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False
ID12404,0.6326530612244898,0.6271622098534498,1.0,1.0814320622301192,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False
ID12405,1.0,0.9013694877597159,1.0,2.317847095199898,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12406,0.3469387755102041,0.11195888078114263,0.0,-1.2416468362038882,True,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True
ID12407,0.9183673469387755,0.8105027729937544,0.6666666666666666,1.9081243008559177,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12408,0.40816326530612246,0.3659444946984379,0.0,-0.09641234934701687,False,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12409,0.6122448979591837,0.35565470992528897,0.6666666666666666,-0.14280952989119589,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False
ID12410,0.20408163265306123,0.11883995926071167,0.3333333333333333,-1.2106196915556986,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True
ID12411,0.5714285714285714,0.4412646868180114,0.0,0.2432103570008674,False,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
ID12412,0.9795918367346939,0.5442950284337038,0.3333333333333333,0.7077795843326078,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False
ID12413,0.8775510204081632,0.4430146385093647,0.6666666666666666,0.2511009811837153,True,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False
ID12414,0.0,0.19092351506618926,0.6666666666666666,-0.8855911485194533,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True
ID12415,0.7346938775510204,0.224077958713185,0.0,-0.7360960189667373,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False
ID12416,0.5510204081632653,0.6472255694612954,0.0,1.171898805565425,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False
ID12417,0.8571428571428571,0.2941689441562368,0.6666666666666666,-0.42005208045727455,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False
ID12418,0.5510204081632653,0.5622367651945105,0.3333333333333333,0.7886798187028675,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False
ID12419,0.2653061224489796,0.3124376138780633,0.6666666666666666,-0.337677688176748,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True
ID12420,0.42857142857142855,0.29143647288202934,0.0,-0.4323729370967655,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False
ID12421,0.7142857142857143,0.5693656244445366,0.6666666666666666,0.8208242198725223,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False
ID12422,0.3469387755102041,0.3074665121707678,0.0,-0.360092647138643,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True
ID12423,0.14285714285714285,0.10374942205995642,0.3333333333333333,-1.2786637172032655,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True
ID12424,0.2857142857142857,0.3271633627223123,0.0,-0.2712785124080049,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True
ID12425,0.3673469387755102,0.4040356260568323,0.0,0.07534256465072388,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
ID12426,0.12244897959183673,0.07658834786837126,0.0,-1.4011344287704581,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True
ID12427,0.42857142857142855,0.5134239534144621,0.3333333333333333,0.5685802839742273,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
ID12428,0.12244897959183673,0.2796858139830604,0.0,-0.48535727588208283,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True
ID12429,0.7959183673469388,0.7886825788953761,0.3333333333333333,1.8097358984343899,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False
ID12430,0.1836734693877551,0.2330118320479993,1.0,-0.6958127143872427,True,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True
ID12431,0.9795918367346939,0.8217320598548865,1.0,1.958757745710652,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False
ID12432,0.0,0.11334576481578446,0.6666666666666666,-1.2353933031740205,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True
ID12433,0.30612244897959184,0.42204447010963786,0.0,0.15654538932888085,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True
ID12434,0.6122448979591837,0.22105468917364943,0.6666666666666666,-0.7497281002737812,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
ID12435,0.10204081632653061,0.27579014964754045,0.3333333333333333,-0.5029230311917855,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True
ID12436,0.5306122448979592,0.37294258076405606,0.3333333333333333,-0.06485761134146925,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
ID12437,0.42857142857142855,0.37659906782809316,0.6666666666666666,-0.04837031892401434,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False
ID12438,0.9591836734693877,0.5689784669906974,0.3333333333333333,0.819078506557733,False,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False
ID12439,0.8571428571428571,0.5599138204714752,0.6666666666666666,0.7782055388141315,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
ID12440,0.04081632653061224,0.22662287370975476,0.0,-0.7246208634441889,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True
